"student_id","site_id","year","frpm","snap","wic","tanf"
"ST01575","S023",2025,1,0,0,0
"ST01578","S023",2025,1,1,0,0
"ST01583","S023",2025,0,0,0,0
"ST01585","S023",2025,0,0,0,0
"ST01589","S023",2025,0,1,1,0
"ST01590","S023",2025,0,1,1,0
"ST01591","S023",2025,0,0,0,0
"ST01596","S023",2025,0,0,0,0
"ST01600","S023",2025,0,0,0,0
"ST01608","S023",2025,0,0,0,0
"ST01617","S023",2025,0,0,1,0
"ST01619","S023",2025,0,0,0,0
"ST01620","S023",2025,0,0,0,0
"ST01628","S023",2025,0,0,0,0
"ST01629","S023",2025,0,0,0,0
"ST01645","S023",2025,1,1,1,0
"ST01656","S023",2025,0,0,0,0
"ST01720","S024",2021,0,0,0,0
"ST01721","S024",2021,0,0,0,0
"ST01722","S024",2021,0,0,0,0
"ST01723","S024",2021,0,0,1,0
"ST01724","S024",2021,0,0,0,0
"ST01725","S024",2021,0,0,0,0
"ST01726","S024",2021,0,0,0,0
"ST01727","S024",2021,0,0,0,0
"ST01728","S024",2021,0,0,0,0
"ST01729","S024",2021,0,0,0,0
"ST01730","S024",2021,0,0,0,0
"ST01731","S024",2021,0,0,0,0
"ST01732","S024",2021,0,0,0,0
"ST01735","S024",2021,0,0,1,0
"ST01736","S024",2021,0,0,0,0
"ST01737","S024",2021,0,0,0,0
"ST01750","S024",2021,0,1,1,0
"ST01751","S024",2021,0,0,0,0
"ST01666","S024",2022,0,0,0,0
"ST01673","S024",2022,0,0,1,0
"ST01675","S024",2022,0,0,0,0
"ST01684","S024",2022,0,0,1,0
"ST01685","S024",2022,1,0,0,0
"ST01686","S024",2022,0,0,0,0
"ST01689","S024",2022,0,0,0,0
"ST01696","S024",2022,1,1,0,0
"ST01697","S024",2022,0,0,0,0
"ST01698","S024",2022,0,0,0,0
"ST01708","S024",2022,0,0,1,0
"ST01710","S024",2022,1,1,0,0
"ST01711","S024",2022,0,0,0,0
"ST01719","S024",2022,0,0,0,0
"ST01742","S024",2022,0,0,0,0
"ST01744","S024",2022,0,0,1,0
"ST01747","S024",2022,0,0,1,0
"ST01748","S024",2022,0,1,0,0
"ST01663","S024",2023,0,0,0,0
"ST01668","S024",2023,0,0,0,0
"ST01671","S024",2023,1,1,0,0
"ST01677","S024",2023,0,0,0,0
"ST01690","S024",2023,0,0,0,0
"ST01692","S024",2023,0,0,0,0
"ST01695","S024",2023,0,1,0,0
"ST01701","S024",2023,1,0,0,0
"ST01704","S024",2023,0,0,1,0
"ST01706","S024",2023,0,0,0,0
"ST01707","S024",2023,0,0,0,0
"ST01714","S024",2023,0,0,0,0
"ST01715","S024",2023,0,0,1,0
"ST01718","S024",2023,1,0,0,0
"ST01738","S024",2023,0,0,0,0
"ST01739","S024",2023,0,0,0,0
"ST01743","S024",2023,0,0,0,0
"ST01749","S024",2023,0,0,0,0
"ST01665","S024",2024,1,0,0,0
"ST01667","S024",2024,1,0,1,0
"ST01674","S024",2024,0,0,1,0
"ST01676","S024",2024,1,0,0,0
"ST01682","S024",2024,0,0,0,0
"ST01693","S024",2024,0,0,0,0
"ST01699","S024",2024,1,0,1,0
"ST01702","S024",2024,0,0,0,0
"ST01709","S024",2024,0,0,0,0
"ST01712","S024",2024,1,1,1,0
"ST01713","S024",2024,0,0,0,0
"ST01716","S024",2024,0,0,0,0
"ST01717","S024",2024,0,0,0,0
"ST01733","S024",2024,0,0,0,0
"ST01734","S024",2024,0,0,1,0
"ST01740","S024",2024,0,0,1,0
"ST01745","S024",2024,0,0,0,0
"ST01746","S024",2024,0,0,0,0
"ST01664","S024",2025,0,0,1,0
"ST01669","S024",2025,0,0,1,0
"ST01670","S024",2025,0,0,0,0
"ST01672","S024",2025,0,0,0,0
"ST01678","S024",2025,0,0,0,0
"ST01679","S024",2025,1,1,0,0
"ST01680","S024",2025,0,0,0,0
"ST01681","S024",2025,0,0,0,0
"ST01683","S024",2025,1,0,1,0
"ST01687","S024",2025,0,0,0,0
"ST01688","S024",2025,0,0,0,0
"ST01691","S024",2025,0,0,0,0
"ST01694","S024",2025,1,0,1,0
"ST01700","S024",2025,0,0,0,0
"ST01703","S024",2025,1,0,1,0
"ST01705","S024",2025,0,0,0,0
"ST01741","S024",2025,0,0,0,0
"ST01752","S024",2025,0,0,0,0
"ST01821","S025",2021,1,0,1,0
"ST01827","S025",2021,1,0,0,0
"ST01828","S025",2021,0,0,0,0
"ST01829","S025",2021,0,0,0,0
"ST01830","S025",2021,0,0,0,0
"ST01831","S025",2021,0,0,1,0
"ST01832","S025",2021,1,0,0,0
"ST01833","S025",2021,0,0,0,0
"ST01834","S025",2021,0,0,0,0
"ST01835","S025",2021,1,1,0,0
"ST01836","S025",2021,0,0,0,0
"ST01837","S025",2021,1,1,0,0
"ST01838","S025",2021,0,0,0,0
"ST01846","S025",2021,1,0,1,0
"ST01847","S025",2021,0,0,0,0
"ST01849","S025",2021,0,1,0,0
"ST01852","S025",2021,1,1,0,0
"ST01854","S025",2021,0,1,0,0
"ST01754","S025",2022,1,0,1,0
"ST01781","S025",2022,1,1,0,0
"ST01782","S025",2022,1,0,0,0
"ST01787","S025",2022,0,0,0,0
"ST01788","S025",2022,0,0,0,0
"ST01789","S025",2022,1,0,0,0
"ST01795","S025",2022,0,0,0,0
"ST01799","S025",2022,0,0,1,0
"ST01802","S025",2022,0,0,0,0
"ST01807","S025",2022,1,0,1,0
"ST01808","S025",2022,0,0,1,0
"ST01812","S025",2022,1,1,0,0
"ST01813","S025",2022,1,1,1,0
"ST01815","S025",2022,0,0,0,0
"ST01844","S025",2022,0,0,0,0
"ST01856","S025",2022,1,1,0,0
"ST01757","S025",2023,0,0,1,0
"ST01760","S025",2023,0,0,0,0
"ST01762","S025",2023,0,0,0,0
"ST01772","S025",2023,0,0,0,0
"ST01773","S025",2023,0,0,0,0
"ST01774","S025",2023,0,0,1,0
"ST01777","S025",2023,0,0,0,0
"ST01779","S025",2023,0,0,0,0
"ST01785","S025",2023,1,1,1,0
"ST01786","S025",2023,0,0,0,0
"ST01794","S025",2023,1,0,0,0
"ST01796","S025",2023,0,0,0,0
"ST01805","S025",2023,0,0,0,0
"ST01806","S025",2023,1,1,0,0
"ST01839","S025",2023,1,1,0,0
"ST01848","S025",2023,1,0,0,0
"ST01855","S025",2023,1,1,0,0
"ST01753","S025",2024,0,0,0,0
"ST01755","S025",2024,1,0,0,0
"ST01758","S025",2024,0,0,0,0
"ST01765","S025",2024,1,1,0,0
"ST01766","S025",2024,0,1,0,0
"ST01769","S025",2024,0,1,1,0
"ST01771","S025",2024,0,0,0,0
"ST01780","S025",2024,0,0,0,0
"ST01790","S025",2024,1,0,0,0
"ST01797","S025",2024,1,1,0,0
"ST01803","S025",2024,0,0,0,0
"ST01811","S025",2024,1,0,0,0
"ST01814","S025",2024,0,1,1,0
"ST01817","S025",2024,1,1,1,0
"ST01819","S025",2024,1,1,0,0
"ST01841","S025",2024,0,0,0,0
"ST01842","S025",2024,0,1,0,0
"ST01850","S025",2024,1,0,1,0
"ST01756","S025",2025,0,0,0,0
"ST01759","S025",2025,0,0,0,0
"ST01761","S025",2025,0,0,0,0
"ST01763","S025",2025,1,0,0,0
"ST01764","S025",2025,1,0,0,0
"ST01767","S025",2025,0,1,1,0
"ST01768","S025",2025,0,0,0,0
"ST01770","S025",2025,1,1,1,0
"ST01775","S025",2025,0,0,1,0
"ST01776","S025",2025,0,1,0,0
"ST01778","S025",2025,0,0,0,0
"ST01783","S025",2025,0,1,0,0
"ST01784","S025",2025,0,0,0,0
"ST01791","S025",2025,0,0,0,0
"ST01792","S025",2025,0,0,1,0
"ST01793","S025",2025,0,0,0,0
"ST01798","S025",2025,0,1,1,0
"ST01800","S025",2025,1,0,0,0
"ST01801","S025",2025,0,1,1,0
"ST01804","S025",2025,1,1,1,0
"ST01809","S025",2025,1,1,1,0
"ST01810","S025",2025,0,0,1,0
"ST01816","S025",2025,0,0,0,0
"ST01818","S025",2025,0,0,0,0
"ST01820","S025",2025,0,0,0,0
"ST01822","S025",2025,0,0,0,0
"ST01823","S025",2025,1,0,0,0
"ST01824","S025",2025,0,0,0,0
"ST01825","S025",2025,0,0,0,0
"ST01826","S025",2025,0,0,0,0
"ST01840","S025",2025,0,0,0,0
"ST01843","S025",2025,0,0,0,0
"ST01845","S025",2025,1,1,0,0
"ST01851","S025",2025,1,1,1,0
"ST01853","S025",2025,0,1,1,0
"ST01857","S025",2025,0,1,1,0
"ST01940","S026",2021,0,0,0,0
"ST01941","S026",2021,0,0,0,0
"ST01942","S026",2021,0,0,1,0
"ST01943","S026",2021,0,0,0,0
"ST01944","S026",2021,1,1,0,0
"ST01945","S026",2021,1,1,1,0
"ST01946","S026",2021,0,1,0,0
"ST01949","S026",2021,0,0,0,0
"ST01950","S026",2021,1,0,0,0
"ST01951","S026",2021,0,0,0,0
"ST01952","S026",2021,1,1,1,0
"ST01954","S026",2021,1,0,0,0
"ST01955","S026",2021,0,0,0,0
"ST01956","S026",2021,1,1,1,0
"ST01958","S026",2021,1,0,0,0
"ST01961","S026",2021,0,0,0,0
"ST01964","S026",2021,0,0,1,0
"ST01862","S026",2022,0,1,1,0
"ST01863","S026",2022,0,1,1,0
"ST01865","S026",2022,0,0,0,0
"ST01866","S026",2022,1,0,0,0
"ST01868","S026",2022,0,0,0,0
"ST01885","S026",2022,1,0,0,0
"ST01890","S026",2022,0,0,0,0
"ST01891","S026",2022,0,0,0,0
"ST01900","S026",2022,0,0,1,0
"ST01906","S026",2022,0,0,0,0
"ST01910","S026",2022,0,0,1,0
"ST01911","S026",2022,1,1,0,0
"ST01916","S026",2022,0,0,0,0
"ST01924","S026",2022,0,0,0,0
"ST01925","S026",2022,0,1,0,0
"ST01938","S026",2022,0,0,1,0
"ST01971","S026",2022,0,0,1,0
"ST01864","S026",2023,0,1,0,0
"ST01872","S026",2023,1,1,1,0
"ST01873","S026",2023,1,0,1,0
"ST01880","S026",2023,1,1,0,0
"ST01883","S026",2023,0,0,0,0
"ST01884","S026",2023,1,0,0,0
"ST01887","S026",2023,1,1,0,0
"ST01894","S026",2023,0,0,0,0
"ST01897","S026",2023,0,0,1,0
"ST01898","S026",2023,1,0,0,0
"ST01899","S026",2023,1,1,0,1
"ST01904","S026",2023,1,1,0,0
"ST01908","S026",2023,1,0,0,0
"ST01909","S026",2023,0,0,0,0
"ST01912","S026",2023,0,0,0,0
"ST01913","S026",2023,0,0,0,0
"ST01914","S026",2023,0,1,1,0
"ST01915","S026",2023,1,0,0,0
"ST01918","S026",2023,1,1,1,0
"ST01920","S026",2023,1,0,0,0
"ST01926","S026",2023,1,0,1,0
"ST01928","S026",2023,0,0,1,0
"ST01929","S026",2023,1,0,1,0
"ST01930","S026",2023,1,1,0,0
"ST01932","S026",2023,0,0,0,0
"ST01936","S026",2023,1,1,0,0
"ST01953","S026",2023,0,0,0,0
"ST01957","S026",2023,0,0,0,0
"ST01963","S026",2023,1,0,0,0
"ST01965","S026",2023,1,1,1,0
"ST01966","S026",2023,0,1,1,0
"ST01968","S026",2023,1,1,1,0
"ST01860","S026",2024,1,0,0,0
"ST01869","S026",2024,0,1,0,0
"ST01870","S026",2024,1,1,0,0
"ST01871","S026",2024,0,0,0,0
"ST01874","S026",2024,0,0,0,0
"ST01875","S026",2024,1,0,0,0
"ST01879","S026",2024,1,1,0,0
"ST01893","S026",2024,1,1,0,0
"ST01895","S026",2024,0,1,1,0
"ST01896","S026",2024,1,1,0,0
"ST01901","S026",2024,1,1,1,1
"ST01903","S026",2024,0,0,0,0
"ST01905","S026",2024,1,0,0,0
"ST01917","S026",2024,0,0,0,0
"ST01921","S026",2024,0,1,0,0
"ST01923","S026",2024,0,1,1,0
"ST01927","S026",2024,0,0,0,0
"ST01937","S026",2024,0,0,0,0
"ST01939","S026",2024,1,1,0,0
"ST01959","S026",2024,1,1,0,0
"ST01960","S026",2024,0,0,0,0
"ST01967","S026",2024,0,0,0,0
"ST01858","S026",2025,0,1,0,0
"ST01859","S026",2025,1,0,0,0
"ST01861","S026",2025,0,0,0,0
"ST01867","S026",2025,1,1,1,0
"ST01876","S026",2025,0,0,0,0
"ST01877","S026",2025,1,0,0,0
"ST01878","S026",2025,0,0,1,0
"ST01881","S026",2025,0,0,0,0
"ST01882","S026",2025,0,1,1,0
"ST01886","S026",2025,1,1,1,1
"ST01888","S026",2025,1,1,0,0
"ST01889","S026",2025,0,0,1,0
"ST01892","S026",2025,1,1,1,0
"ST01902","S026",2025,0,0,0,0
"ST01907","S026",2025,0,1,0,0
"ST01919","S026",2025,1,1,0,1
"ST01922","S026",2025,1,0,0,0
"ST01931","S026",2025,0,0,0,0
"ST01933","S026",2025,1,0,0,0
"ST01934","S026",2025,1,1,1,0
"ST01935","S026",2025,1,0,0,0
"ST01947","S026",2025,0,1,0,0
"ST01948","S026",2025,1,1,0,0
"ST01962","S026",2025,1,1,1,0
"ST01969","S026",2025,0,0,0,0
"ST01970","S026",2025,0,0,0,0
"ST01972","S026",2025,1,0,0,0
"ST02056","S027",2021,0,0,0,0
"ST02058","S027",2021,0,0,0,0
"ST02063","S027",2021,1,1,0,0
"ST02069","S027",2021,0,0,0,0
"ST02070","S027",2021,0,0,1,0
"ST02071","S027",2021,0,0,1,0
"ST02075","S027",2021,1,0,0,0
"ST02076","S027",2021,0,1,1,0
"ST02077","S027",2021,0,0,0,0
"ST02078","S027",2021,0,0,0,0
"ST02079","S027",2021,0,0,0,0
"ST02080","S027",2021,0,1,0,0
"ST02081","S027",2021,1,0,0,0
"ST02082","S027",2021,1,0,0,0
"ST02083","S027",2021,0,0,0,0
"ST02084","S027",2021,0,1,0,0
"ST02085","S027",2021,0,0,0,0
"ST02087","S027",2021,0,1,0,0
"ST02088","S027",2021,0,0,0,0
"ST02089","S027",2021,0,0,0,0
"ST02092","S027",2021,0,0,0,0
"ST01976","S027",2022,1,1,0,0
"ST02002","S027",2022,1,1,0,0
"ST02005","S027",2022,0,0,0,0
"ST02008","S027",2022,0,1,1,0
"ST02009","S027",2022,1,0,0,0
"ST02020","S027",2022,1,0,0,0
"ST02021","S027",2022,0,1,0,1
"ST02022","S027",2022,1,0,0,0
"ST02027","S027",2022,1,0,0,0
"ST02028","S027",2022,0,0,0,0
"ST02030","S027",2022,1,1,0,0
"ST02033","S027",2022,0,0,0,0
"ST02037","S027",2022,1,1,0,0
"ST02038","S027",2022,0,0,0,0
"ST02040","S027",2022,0,0,0,0
"ST02041","S027",2022,1,0,0,0
"ST02043","S027",2022,1,1,0,0
"ST02045","S027",2022,1,1,1,0
"ST02046","S027",2022,1,1,1,0
"ST02047","S027",2022,0,1,0,0
"ST02050","S027",2022,1,0,0,0
"ST02055","S027",2022,0,0,0,0
"ST02057","S027",2022,1,1,0,0
"ST02062","S027",2022,0,0,1,0
"ST02065","S027",2022,0,0,0,0
"ST02066","S027",2022,0,0,1,0
"ST02086","S027",2022,0,0,0,0
"ST02091","S027",2022,0,0,0,0
"ST01983","S027",2023,1,0,0,0
"ST01986","S027",2023,0,0,1,0
"ST01987","S027",2023,0,0,1,0
"ST01988","S027",2023,1,1,1,0
"ST01990","S027",2023,0,0,0,0
"ST01994","S027",2023,1,0,0,0
"ST01997","S027",2023,0,1,1,0
"ST01998","S027",2023,0,1,0,0
"ST01999","S027",2023,1,1,1,0
"ST02003","S027",2023,0,1,0,0
"ST02006","S027",2023,0,1,0,0
"ST02011","S027",2023,0,1,1,0
"ST02015","S027",2023,1,1,0,0
"ST02016","S027",2023,1,1,1,0
"ST02019","S027",2023,1,0,0,0
"ST02023","S027",2023,1,1,1,0
"ST02032","S027",2023,0,1,1,0
"ST02039","S027",2023,0,0,0,0
"ST02044","S027",2023,0,0,0,0
"ST02049","S027",2023,0,1,0,0
"ST02053","S027",2023,0,0,0,0
"ST02059","S027",2023,0,0,0,0
"ST02060","S027",2023,0,1,1,0
"ST02064","S027",2023,0,1,0,0
"ST02067","S027",2023,1,0,0,0
"ST02072","S027",2023,1,1,1,0
"ST02090","S027",2023,0,0,1,0
"ST02094","S027",2023,0,1,1,0
"ST01973","S027",2024,1,0,0,0
"ST01974","S027",2024,1,0,0,0
"ST01975","S027",2024,0,0,0,0
"ST01980","S027",2024,1,0,0,0
"ST01981","S027",2024,0,1,1,0
"ST01989","S027",2024,0,1,0,0
"ST01992","S027",2024,0,0,1,0
"ST02000","S027",2024,0,0,1,0
"ST02001","S027",2024,1,1,1,0
"ST02007","S027",2024,1,1,1,0
"ST02012","S027",2024,1,1,0,0
"ST02013","S027",2024,1,0,0,0
"ST02014","S027",2024,0,1,1,0
"ST02017","S027",2024,1,0,0,0
"ST02018","S027",2024,0,0,0,0
"ST02024","S027",2024,0,1,0,0
"ST02025","S027",2024,0,0,0,0
"ST02034","S027",2024,0,1,0,0
"ST02035","S027",2024,0,1,0,0
"ST02042","S027",2024,0,1,1,0
"ST02051","S027",2024,0,0,0,0
"ST02052","S027",2024,0,1,0,0
"ST02061","S027",2024,1,0,0,0
"ST02073","S027",2024,0,0,1,0
"ST02074","S027",2024,0,1,0,0
"ST02093","S027",2024,0,0,0,0
"ST02095","S027",2024,0,0,0,0
"ST01977","S027",2025,1,1,0,0
"ST01978","S027",2025,0,0,0,0
"ST01979","S027",2025,0,0,0,0
"ST01982","S027",2025,1,1,1,0
"ST01984","S027",2025,1,1,1,0
"ST01985","S027",2025,0,0,0,0
"ST01991","S027",2025,0,1,0,0
"ST01993","S027",2025,1,0,0,0
"ST01995","S027",2025,1,1,0,0
"ST01996","S027",2025,1,1,1,0
"ST02004","S027",2025,1,0,0,0
"ST02010","S027",2025,0,0,0,0
"ST02026","S027",2025,0,1,0,0
"ST02029","S027",2025,1,1,1,1
"ST02031","S027",2025,0,0,0,0
"ST02036","S027",2025,0,0,0,0
"ST02048","S027",2025,0,1,0,1
"ST02054","S027",2025,0,0,0,0
"ST02068","S027",2025,0,0,0,0
"ST02185","S028",2021,0,0,0,0
"ST02186","S028",2021,0,0,0,0
"ST02187","S028",2021,0,0,0,0
"ST02188","S028",2021,0,0,0,0
"ST02189","S028",2021,1,0,0,0
"ST02190","S028",2021,0,0,1,0
"ST02191","S028",2021,0,0,1,0
"ST02192","S028",2021,0,1,1,0
"ST02193","S028",2021,0,0,1,0
"ST02194","S028",2021,0,1,0,0
"ST02195","S028",2021,0,0,0,0
"ST02196","S028",2021,1,1,1,0
"ST02197","S028",2021,1,1,1,0
"ST02198","S028",2021,1,1,1,0
"ST02199","S028",2021,0,0,0,0
"ST02209","S028",2021,1,0,1,0
"ST02210","S028",2021,1,0,1,0
"ST02211","S028",2021,0,0,0,0
"ST02106","S028",2022,0,0,0,0
"ST02119","S028",2022,0,0,0,0
"ST02124","S028",2022,0,0,0,0
"ST02125","S028",2022,1,0,0,0
"ST02126","S028",2022,0,1,1,0
"ST02131","S028",2022,1,0,0,0
"ST02132","S028",2022,0,0,0,0
"ST02147","S028",2022,0,0,0,0
"ST02153","S028",2022,1,1,0,0
"ST02158","S028",2022,0,0,0,0
"ST02163","S028",2022,0,0,0,0
"ST02167","S028",2022,1,1,0,1
"ST02172","S028",2022,0,0,0,0
"ST02183","S028",2022,0,0,1,0
"ST02184","S028",2022,1,0,0,0
"ST02200","S028",2022,1,1,1,1
"ST02201","S028",2022,1,0,0,0
"ST02215","S028",2022,1,1,1,1
"ST02100","S028",2023,1,0,0,0
"ST02101","S028",2023,0,0,0,0
"ST02103","S028",2023,1,0,0,0
"ST02104","S028",2023,1,0,0,0
"ST02111","S028",2023,0,0,0,0
"ST02113","S028",2023,0,0,0,0
"ST02115","S028",2023,0,0,0,0
"ST02121","S028",2023,1,0,0,0
"ST02133","S028",2023,1,1,1,0
"ST02135","S028",2023,1,0,0,0
"ST02136","S028",2023,1,0,1,0
"ST02138","S028",2023,0,0,0,0
"ST02140","S028",2023,0,0,0,0
"ST02144","S028",2023,1,0,1,0
"ST02145","S028",2023,0,0,0,0
"ST02146","S028",2023,1,0,0,0
"ST02148","S028",2023,0,0,0,0
"ST02155","S028",2023,1,0,1,0
"ST02156","S028",2023,1,1,0,0
"ST02159","S028",2023,1,0,0,0
"ST02165","S028",2023,1,0,0,0
"ST02168","S028",2023,1,1,1,0
"ST02169","S028",2023,0,0,0,0
"ST02170","S028",2023,1,0,0,0
"ST02171","S028",2023,0,0,0,0
"ST02179","S028",2023,1,0,0,0
"ST02180","S028",2023,0,0,1,0
"ST02204","S028",2023,0,1,0,0
"ST02205","S028",2023,0,1,1,0
"ST02208","S028",2023,0,1,0,0
"ST02213","S028",2023,1,0,1,0
"ST02214","S028",2023,1,1,0,0
"ST02216","S028",2023,1,0,0,0
"ST02217","S028",2023,1,1,0,0
"ST02220","S028",2023,0,0,1,0
"ST02221","S028",2023,1,0,0,0
"ST02096","S028",2024,0,0,0,0
"ST02098","S028",2024,0,0,1,0
"ST02102","S028",2024,0,0,0,0
"ST02105","S028",2024,0,0,0,0
"ST02109","S028",2024,1,0,1,0
"ST02112","S028",2024,1,0,0,0
"ST02114","S028",2024,0,0,0,0
"ST02116","S028",2024,0,0,0,0
"ST02118","S028",2024,1,0,0,0
"ST02120","S028",2024,1,0,0,0
"ST02123","S028",2024,0,0,0,0
"ST02127","S028",2024,1,0,0,0
"ST02128","S028",2024,1,1,0,0
"ST02129","S028",2024,0,0,0,0
"ST02137","S028",2024,0,0,0,0
"ST02139","S028",2024,0,0,0,0
"ST02141","S028",2024,0,0,0,0
"ST02150","S028",2024,0,0,0,0
"ST02151","S028",2024,0,0,0,0
"ST02160","S028",2024,0,0,0,0
"ST02161","S028",2024,1,0,1,0
"ST02162","S028",2024,0,0,0,0
"ST02166","S028",2024,0,1,1,0
"ST02174","S028",2024,0,0,1,0
"ST02176","S028",2024,1,0,1,0
"ST02181","S028",2024,0,0,0,0
"ST02202","S028",2024,0,0,0,0
"ST02218","S028",2024,1,1,0,0
"ST02219","S028",2024,0,0,0,0
"ST02097","S028",2025,0,0,0,0
"ST02099","S028",2025,0,0,0,0
"ST02107","S028",2025,0,0,0,0
"ST02108","S028",2025,1,1,0,0
"ST02110","S028",2025,1,1,0,0
"ST02117","S028",2025,0,0,0,0
"ST02122","S028",2025,0,0,1,0
"ST02130","S028",2025,1,0,0,0
"ST02134","S028",2025,0,0,0,0
"ST02142","S028",2025,1,0,1,1
"ST02143","S028",2025,1,1,1,0
"ST02149","S028",2025,0,0,1,0
"ST02152","S028",2025,0,0,1,0
"ST02154","S028",2025,0,0,0,0
"ST02157","S028",2025,1,0,0,0
"ST02164","S028",2025,1,0,0,0
"ST02173","S028",2025,0,1,0,0
"ST02175","S028",2025,0,0,0,0
"ST02177","S028",2025,0,0,1,0
"ST02178","S028",2025,1,0,1,0
"ST02182","S028",2025,0,0,0,0
"ST02203","S028",2025,0,0,0,0
"ST02206","S028",2025,1,1,0,0
"ST02207","S028",2025,0,0,1,0
"ST02212","S028",2025,1,0,1,0
"ST02315","S029",2021,0,0,0,0
"ST02316","S029",2021,0,0,0,0
"ST02317","S029",2021,0,1,0,0
"ST02318","S029",2021,0,0,1,0
"ST02319","S029",2021,0,0,0,0
"ST02320","S029",2021,0,1,1,0
"ST02321","S029",2021,0,1,0,0
"ST02322","S029",2021,1,0,0,0
"ST02324","S029",2021,0,1,1,0
"ST02325","S029",2021,0,0,0,0
"ST02326","S029",2021,1,0,1,0
"ST02329","S029",2021,0,0,0,0
"ST02330","S029",2021,0,0,0,0
"ST02331","S029",2021,0,0,1,0
"ST02332","S029",2021,0,0,1,0
"ST02337","S029",2021,0,0,0,0
"ST02338","S029",2021,1,0,0,0
"ST02340","S029",2021,1,0,0,0
"ST02342","S029",2021,1,1,0,0
"ST02345","S029",2021,0,1,1,0
"ST02346","S029",2021,1,0,0,0
"ST02347","S029",2021,0,1,0,0
"ST02348","S029",2021,1,0,1,0
"ST02349","S029",2021,0,0,0,0
"ST02350","S029",2021,0,1,1,0
"ST02351","S029",2021,1,0,0,0
"ST02222","S029",2022,0,0,0,0
"ST02227","S029",2022,0,1,0,0
"ST02228","S029",2022,1,1,0,0
"ST02238","S029",2022,1,1,0,0
"ST02240","S029",2022,1,1,1,0
"ST02245","S029",2022,0,0,0,0
"ST02257","S029",2022,0,1,1,0
"ST02258","S029",2022,1,0,0,0
"ST02271","S029",2022,1,0,0,0
"ST02272","S029",2022,0,0,0,0
"ST02275","S029",2022,1,0,0,0
"ST02276","S029",2022,0,0,0,0
"ST02290","S029",2022,1,0,0,0
"ST02299","S029",2022,1,1,1,0
"ST02303","S029",2022,1,1,0,0
"ST02304","S029",2022,1,1,0,0
"ST02306","S029",2022,0,0,0,0
"ST02309","S029",2022,1,1,0,1
"ST02327","S029",2022,1,0,1,0
"ST02334","S029",2022,0,0,1,0
"ST02344","S029",2022,1,0,0,0
"ST02223","S029",2023,0,0,0,0
"ST02224","S029",2023,0,0,0,0
"ST02225","S029",2023,0,0,0,0
"ST02230","S029",2023,1,0,0,0
"ST02233","S029",2023,1,0,0,0
"ST02235","S029",2023,1,1,1,1
"ST02237","S029",2023,0,1,1,0
"ST02247","S029",2023,1,1,0,0
"ST02256","S029",2023,0,1,0,0
"ST02259","S029",2023,1,1,1,0
"ST02262","S029",2023,1,1,0,0
"ST02263","S029",2023,1,0,0,0
"ST02265","S029",2023,1,0,0,0
"ST02266","S029",2023,1,1,0,0
"ST02269","S029",2023,1,0,1,0
"ST02273","S029",2023,1,1,1,0
"ST02274","S029",2023,1,0,0,0
"ST02277","S029",2023,0,1,0,0
"ST02279","S029",2023,1,1,1,0
"ST02282","S029",2023,0,0,0,0
"ST02293","S029",2023,1,0,0,0
"ST02294","S029",2023,1,1,0,0
"ST02295","S029",2023,1,1,1,0
"ST02301","S029",2023,0,0,1,0
"ST02305","S029",2023,1,0,0,0
"ST02312","S029",2023,1,1,0,0
"ST02314","S029",2023,0,1,1,0
"ST02323","S029",2023,0,0,0,0
"ST02335","S029",2023,1,0,0,0
"ST02229","S029",2024,0,0,1,0
"ST02231","S029",2024,0,1,1,0
"ST02236","S029",2024,1,1,0,0
"ST02239","S029",2024,0,0,1,0
"ST02244","S029",2024,1,0,1,0
"ST02246","S029",2024,1,0,0,0
"ST02249","S029",2024,1,1,1,0
"ST02251","S029",2024,0,0,0,0
"ST02252","S029",2024,1,0,0,0
"ST02253","S029",2024,0,0,0,0
"ST02255","S029",2024,0,0,0,0
"ST02260","S029",2024,0,0,0,0
"ST02261","S029",2024,1,1,1,0
"ST02264","S029",2024,0,0,0,0
"ST02286","S029",2024,0,0,0,0
"ST02287","S029",2024,1,1,1,0
"ST02288","S029",2024,1,1,1,0
"ST02291","S029",2024,1,0,0,0
"ST02296","S029",2024,1,1,0,0
"ST02328","S029",2024,1,1,0,0
"ST02333","S029",2024,1,0,1,0
"ST02226","S029",2025,0,0,1,0
"ST02232","S029",2025,1,1,0,0
"ST02234","S029",2025,0,1,0,0
"ST02241","S029",2025,0,1,1,0
"ST02242","S029",2025,1,0,1,0
"ST02243","S029",2025,1,1,1,0
"ST02248","S029",2025,1,0,0,0
"ST02250","S029",2025,1,0,0,0
"ST02254","S029",2025,0,0,0,0
"ST02267","S029",2025,1,1,1,0
"ST02268","S029",2025,1,0,1,0
"ST02270","S029",2025,0,0,0,0
"ST02278","S029",2025,1,0,1,0
"ST02280","S029",2025,0,1,0,0
"ST02281","S029",2025,1,1,0,0
"ST02283","S029",2025,0,0,0,0
"ST02284","S029",2025,0,0,0,0
"ST02285","S029",2025,0,1,1,0
"ST02289","S029",2025,0,0,1,0
"ST02292","S029",2025,0,1,0,0
"ST02297","S029",2025,1,0,0,0
"ST02298","S029",2025,1,0,1,0
"ST02300","S029",2025,0,0,0,0
"ST02302","S029",2025,0,0,0,0
"ST02307","S029",2025,1,1,1,0
