"student_id","site_id","year","frpm","snap","wic","tanf"
"ST00181","S004",2025,0,0,1,0
"ST00183","S004",2025,0,0,0,0
"ST00187","S004",2025,0,1,1,0
"ST00245","S005",2021,1,0,0,0
"ST00246","S005",2021,1,0,0,0
"ST00247","S005",2021,1,0,0,0
"ST00248","S005",2021,1,1,1,0
"ST00250","S005",2021,0,0,0,0
"ST00251","S005",2021,0,0,0,0
"ST00252","S005",2021,1,1,1,0
"ST00256","S005",2021,1,0,1,0
"ST00257","S005",2021,1,1,0,0
"ST00258","S005",2021,1,1,1,0
"ST00260","S005",2021,1,1,0,0
"ST00261","S005",2021,0,0,0,0
"ST00262","S005",2021,0,0,0,0
"ST00263","S005",2021,0,0,0,0
"ST00264","S005",2021,1,1,1,0
"ST00265","S005",2021,0,0,0,0
"ST00266","S005",2021,0,0,0,0
"ST00208","S005",2022,0,0,0,0
"ST00209","S005",2022,1,0,0,0
"ST00211","S005",2022,1,0,0,0
"ST00212","S005",2022,1,1,1,0
"ST00213","S005",2022,1,0,1,0
"ST00215","S005",2022,1,1,0,0
"ST00220","S005",2022,1,0,0,0
"ST00224","S005",2022,0,1,1,0
"ST00227","S005",2022,1,0,0,0
"ST00228","S005",2022,1,0,0,0
"ST00230","S005",2022,0,1,1,0
"ST00233","S005",2022,1,1,0,0
"ST00238","S005",2022,1,1,1,0
"ST00239","S005",2022,1,1,1,0
"ST00241","S005",2022,0,0,0,0
"ST00253","S005",2022,1,0,1,0
"ST00259","S005",2022,1,0,1,0
"ST00216","S005",2023,1,1,1,0
"ST00219","S005",2023,0,0,1,0
"ST00221","S005",2023,1,0,0,0
"ST00222","S005",2023,0,0,0,0
"ST00229","S005",2023,1,1,1,0
"ST00235","S005",2023,1,0,0,0
"ST00240","S005",2023,0,1,0,0
"ST00244","S005",2023,1,1,0,0
"ST00254","S005",2023,0,1,1,1
"ST00255","S005",2023,1,0,0,0
"ST00210","S005",2024,1,0,0,0
"ST00214","S005",2024,0,1,1,0
"ST00218","S005",2024,0,1,1,0
"ST00223","S005",2024,0,0,0,0
"ST00225","S005",2024,1,0,0,0
"ST00226","S005",2024,1,1,1,0
"ST00231","S005",2024,1,1,0,0
"ST00234","S005",2024,1,0,0,0
"ST00249","S005",2024,0,0,0,0
"ST00217","S005",2025,1,0,0,0
"ST00232","S005",2025,1,1,1,0
"ST00236","S005",2025,1,1,1,0
"ST00237","S005",2025,1,0,0,0
"ST00242","S005",2025,1,1,1,0
"ST00243","S005",2025,1,1,1,0
"ST00267","S006",2021,1,1,1,0
"ST00317","S006",2021,0,0,0,0
"ST00319","S006",2021,1,1,1,0
"ST00320","S006",2021,0,0,0,0
"ST00321","S006",2021,1,1,0,0
"ST00322","S006",2021,1,0,0,0
"ST00323","S006",2021,0,1,1,0
"ST00325","S006",2021,0,0,0,0
"ST00326","S006",2021,1,1,1,0
"ST00327","S006",2021,0,0,0,0
"ST00278","S006",2022,1,1,1,0
"ST00279","S006",2022,1,1,1,0
"ST00286","S006",2022,0,1,1,0
"ST00292","S006",2022,0,1,0,0
"ST00295","S006",2022,0,0,0,0
"ST00303","S006",2022,0,0,1,0
"ST00309","S006",2022,1,1,0,0
"ST00328","S006",2022,0,1,1,0
"ST00270","S006",2023,0,0,0,0
"ST00271","S006",2023,1,1,0,0
"ST00273","S006",2023,1,1,1,0
"ST00290","S006",2023,0,0,1,0
"ST00294","S006",2023,1,0,0,0
"ST00300","S006",2023,0,0,0,0
"ST00302","S006",2023,0,0,1,0
"ST00305","S006",2023,1,1,1,0
"ST00310","S006",2023,0,0,1,0
"ST00313","S006",2023,0,0,0,0
"ST00324","S006",2023,1,1,0,0
"ST00269","S006",2024,0,0,0,0
"ST00274","S006",2024,0,1,1,0
"ST00277","S006",2024,0,0,0,0
"ST00280","S006",2024,1,1,0,0
"ST00281","S006",2024,1,0,1,0
"ST00283","S006",2024,0,0,0,0
"ST00285","S006",2024,0,0,1,0
"ST00289","S006",2024,0,1,1,0
"ST00291","S006",2024,0,1,0,0
"ST00293","S006",2024,0,1,1,0
"ST00299","S006",2024,0,0,0,0
"ST00301","S006",2024,0,1,1,0
"ST00306","S006",2024,1,1,0,0
"ST00307","S006",2024,0,0,0,0
"ST00312","S006",2024,0,0,0,0
"ST00315","S006",2024,1,1,0,0
"ST00316","S006",2024,0,0,1,0
"ST00268","S006",2025,1,1,1,0
"ST00272","S006",2025,1,1,1,0
"ST00275","S006",2025,1,1,0,0
"ST00276","S006",2025,1,1,0,0
"ST00282","S006",2025,0,1,0,0
"ST00284","S006",2025,1,1,1,0
"ST00287","S006",2025,1,1,1,0
"ST00288","S006",2025,0,1,0,0
"ST00296","S006",2025,1,0,0,0
"ST00297","S006",2025,0,1,0,0
"ST00298","S006",2025,0,0,0,0
"ST00304","S006",2025,1,1,0,0
"ST00308","S006",2025,1,1,0,1
"ST00311","S006",2025,1,1,0,1
"ST00314","S006",2025,1,1,0,0
"ST00318","S006",2025,0,0,0,0
"ST00329","S006",2025,1,1,0,0
"ST00370","S007",2021,1,0,0,0
"ST00372","S007",2021,0,0,1,0
"ST00373","S007",2021,1,0,0,0
"ST00374","S007",2021,1,0,0,0
"ST00375","S007",2021,0,0,1,0
"ST00376","S007",2021,0,1,1,0
"ST00377","S007",2021,0,0,0,0
"ST00380","S007",2021,1,1,1,0
"ST00381","S007",2021,1,0,1,0
"ST00384","S007",2021,1,1,1,1
"ST00385","S007",2021,0,0,0,0
"ST00386","S007",2021,1,1,1,0
"ST00387","S007",2021,0,0,0,0
"ST00388","S007",2021,1,0,1,0
"ST00389","S007",2021,0,0,0,0
"ST00390","S007",2021,0,0,0,0
"ST00330","S007",2022,1,1,0,0
"ST00339","S007",2022,1,1,0,0
"ST00340","S007",2022,0,0,0,0
"ST00348","S007",2022,1,1,0,0
"ST00358","S007",2022,1,1,0,0
"ST00361","S007",2022,1,1,0,0
"ST00366","S007",2022,0,1,1,0
"ST00368","S007",2022,0,0,0,0
"ST00378","S007",2022,1,0,0,0
"ST00382","S007",2022,1,1,0,0
"ST00391","S007",2022,1,1,0,0
"ST00332","S007",2023,1,1,1,0
"ST00334","S007",2023,1,1,1,0
"ST00335","S007",2023,1,1,0,0
"ST00336","S007",2023,1,1,1,0
"ST00342","S007",2023,1,1,0,0
"ST00346","S007",2023,1,1,1,0
"ST00355","S007",2023,0,1,1,0
"ST00359","S007",2023,0,1,0,0
"ST00371","S007",2023,0,0,1,0
"ST00383","S007",2023,0,1,0,0
"ST00392","S007",2023,1,1,0,0
"ST00333","S007",2024,1,1,0,0
"ST00337","S007",2024,0,0,0,0
"ST00338","S007",2024,0,0,1,0
"ST00343","S007",2024,0,0,1,0
"ST00344","S007",2024,1,1,0,0
"ST00347","S007",2024,1,1,1,0
"ST00350","S007",2024,0,0,0,0
"ST00351","S007",2024,1,1,1,0
"ST00352","S007",2024,1,0,0,0
"ST00353","S007",2024,1,0,1,0
"ST00356","S007",2024,1,1,1,0
"ST00364","S007",2024,1,1,0,0
"ST00365","S007",2024,0,1,0,0
"ST00367","S007",2024,0,1,1,0
"ST00369","S007",2024,0,0,0,0
"ST00379","S007",2024,0,1,0,0
"ST00331","S007",2025,1,0,0,0
"ST00341","S007",2025,1,1,0,0
"ST00345","S007",2025,0,0,0,0
"ST00349","S007",2025,0,1,1,0
"ST00354","S007",2025,1,1,0,0
"ST00357","S007",2025,1,1,1,0
"ST00360","S007",2025,0,1,0,0
"ST00362","S007",2025,1,1,0,0
"ST00363","S007",2025,1,1,0,0
"ST00437","S008",2021,0,0,0,0
"ST00448","S008",2021,1,0,0,0
"ST00454","S008",2021,1,1,0,0
"ST00455","S008",2021,1,0,0,0
"ST00456","S008",2021,1,1,1,0
"ST00457","S008",2021,1,0,0,0
"ST00397","S008",2022,1,1,0,0
"ST00403","S008",2022,0,0,0,0
"ST00404","S008",2022,1,0,1,0
"ST00407","S008",2022,0,0,0,0
"ST00409","S008",2022,1,1,1,0
"ST00413","S008",2022,0,1,0,0
"ST00414","S008",2022,0,1,1,0
"ST00417","S008",2022,0,0,0,0
"ST00423","S008",2022,0,0,0,0
"ST00428","S008",2022,1,1,1,0
"ST00433","S008",2022,1,1,1,0
"ST00436","S008",2022,1,0,1,0
"ST00440","S008",2022,1,1,1,0
"ST00450","S008",2022,0,0,0,0
"ST00451","S008",2022,0,0,0,0
"ST00396","S008",2023,0,0,0,0
"ST00402","S008",2023,0,0,0,0
"ST00416","S008",2023,1,0,1,0
"ST00421","S008",2023,0,0,0,0
"ST00424","S008",2023,0,0,0,0
"ST00425","S008",2023,1,1,1,0
"ST00441","S008",2023,0,0,0,0
"ST00446","S008",2023,1,0,1,0
"ST00447","S008",2023,0,0,0,0
"ST00452","S008",2023,0,0,0,0
"ST00453","S008",2023,1,0,0,0
"ST00394","S008",2024,1,1,1,1
"ST00399","S008",2024,0,0,0,0
"ST00400","S008",2024,1,1,1,0
"ST00405","S008",2024,1,0,0,0
"ST00406","S008",2024,0,0,0,0
"ST00410","S008",2024,0,0,0,0
"ST00412","S008",2024,0,0,0,0
"ST00418","S008",2024,0,0,0,0
"ST00419","S008",2024,0,0,0,0
"ST00420","S008",2024,0,0,0,0
"ST00427","S008",2024,0,0,0,0
"ST00435","S008",2024,1,1,0,0
"ST00442","S008",2024,0,0,0,0
"ST00444","S008",2024,0,1,1,0
"ST00445","S008",2024,1,1,0,0
"ST00449","S008",2024,1,1,0,0
"ST00458","S008",2024,0,0,0,0
"ST00393","S008",2025,0,0,1,0
"ST00395","S008",2025,0,0,0,0
"ST00398","S008",2025,0,0,0,0
"ST00401","S008",2025,1,1,1,0
"ST00408","S008",2025,0,0,0,0
"ST00411","S008",2025,1,1,1,0
"ST00415","S008",2025,0,0,0,0
"ST00422","S008",2025,0,1,0,1
"ST00426","S008",2025,0,0,0,0
"ST00429","S008",2025,0,0,0,0
"ST00430","S008",2025,0,1,1,0
"ST00431","S008",2025,0,0,0,0
"ST00432","S008",2025,0,0,0,0
"ST00434","S008",2025,1,1,0,1
"ST00438","S008",2025,1,0,0,0
"ST00439","S008",2025,1,1,1,0
"ST00443","S008",2025,1,1,0,0
"ST00488","S009",2021,1,0,0,0
"ST00506","S009",2021,0,0,0,0
"ST00507","S009",2021,1,1,0,0
"ST00508","S009",2021,0,0,1,0
"ST00509","S009",2021,0,0,1,0
"ST00510","S009",2021,1,1,1,0
"ST00511","S009",2021,0,1,0,0
"ST00513","S009",2021,0,0,0,0
"ST00514","S009",2021,0,0,0,0
"ST00515","S009",2021,1,0,0,0
"ST00518","S009",2021,1,0,0,0
"ST00519","S009",2021,0,1,1,0
"ST00520","S009",2021,0,0,0,0
"ST00521","S009",2021,0,0,0,0
"ST00522","S009",2021,0,0,0,0
"ST00523","S009",2021,0,1,1,1
"ST00524","S009",2021,0,0,0,0
"ST00525","S009",2021,0,1,0,0
"ST00526","S009",2021,0,0,0,0
"ST00527","S009",2021,0,1,1,0
"ST00461","S009",2022,0,1,0,0
"ST00465","S009",2022,0,0,1,0
"ST00467","S009",2022,0,1,0,0
"ST00468","S009",2022,1,0,0,0
"ST00469","S009",2022,0,1,0,0
"ST00472","S009",2022,0,0,0,0
"ST00474","S009",2022,1,1,1,0
"ST00475","S009",2022,0,0,0,0
"ST00481","S009",2022,0,0,0,0
"ST00483","S009",2022,0,0,0,0
"ST00487","S009",2022,0,0,1,0
"ST00495","S009",2022,0,0,0,0
"ST00516","S009",2022,0,0,0,0
"ST00528","S009",2022,1,0,1,0
"ST00466","S009",2023,1,0,0,0
"ST00471","S009",2023,0,1,0,1
"ST00476","S009",2023,1,0,0,0
"ST00477","S009",2023,1,1,0,0
"ST00479","S009",2023,0,1,1,0
"ST00480","S009",2023,0,1,0,0
"ST00490","S009",2023,1,1,1,0
"ST00494","S009",2023,0,1,1,0
"ST00496","S009",2023,0,0,1,0
"ST00498","S009",2023,0,1,0,0
"ST00500","S009",2023,0,0,1,0
"ST00501","S009",2023,0,1,0,0
"ST00503","S009",2023,0,0,0,0
"ST00512","S009",2023,0,0,1,0
"ST00459","S009",2024,0,0,0,0
"ST00462","S009",2024,1,1,1,0
"ST00463","S009",2024,1,1,0,0
"ST00473","S009",2024,0,0,0,0
"ST00484","S009",2024,1,1,1,0
"ST00485","S009",2024,1,1,1,0
"ST00486","S009",2024,1,1,1,0
"ST00491","S009",2024,0,0,0,0
"ST00492","S009",2024,1,1,1,0
"ST00493","S009",2024,0,1,0,0
"ST00497","S009",2024,0,0,0,0
"ST00499","S009",2024,1,0,0,0
"ST00517","S009",2024,0,0,0,0
"ST00460","S009",2025,0,1,1,0
"ST00464","S009",2025,1,1,0,0
"ST00470","S009",2025,0,0,1,0
"ST00478","S009",2025,1,1,1,0
"ST00482","S009",2025,1,1,1,0
"ST00489","S009",2025,0,0,0,0
"ST00502","S009",2025,0,0,0,0
"ST00504","S009",2025,0,0,0,0
"ST00505","S009",2025,1,0,0,0
"ST00580","S010",2021,0,0,0,0
"ST00581","S010",2021,0,0,0,0
"ST00582","S010",2021,0,0,0,0
"ST00584","S010",2021,0,0,0,0
"ST00586","S010",2021,0,0,0,0
"ST00587","S010",2021,0,0,0,0
"ST00589","S010",2021,1,0,0,0
"ST00591","S010",2021,0,1,1,0
"ST00596","S010",2021,1,1,1,0
"ST00529","S010",2022,1,1,1,0
"ST00538","S010",2022,0,0,0,0
"ST00544","S010",2022,0,0,0,0
"ST00549","S010",2022,1,0,0,0
"ST00554","S010",2022,1,1,0,0
"ST00563","S010",2022,0,0,0,0
"ST00564","S010",2022,0,0,0,0
"ST00568","S010",2022,0,0,0,0
"ST00579","S010",2022,0,1,0,0
"ST00585","S010",2022,1,1,0,0
"ST00592","S010",2022,1,0,1,1
"ST00532","S010",2023,1,1,0,0
"ST00533","S010",2023,1,0,0,0
"ST00539","S010",2023,1,1,0,0
"ST00543","S010",2023,0,1,0,0
"ST00545","S010",2023,0,0,0,0
"ST00550","S010",2023,0,0,0,0
"ST00551","S010",2023,0,1,1,0
"ST00552","S010",2023,0,0,0,0
"ST00553","S010",2023,0,1,1,0
"ST00555","S010",2023,0,0,0,0
"ST00562","S010",2023,0,0,0,0
"ST00566","S010",2023,1,0,0,0
"ST00569","S010",2023,0,0,1,0
"ST00570","S010",2023,1,1,0,0
"ST00571","S010",2023,1,1,0,0
"ST00575","S010",2023,1,1,0,0
"ST00583","S010",2023,1,1,1,0
"ST00588","S010",2023,0,1,1,0
"ST00530","S010",2024,1,1,0,0
"ST00531","S010",2024,0,0,0,0
"ST00534","S010",2024,0,0,0,0
"ST00536","S010",2024,0,1,0,0
"ST00541","S010",2024,0,0,0,0
"ST00542","S010",2024,0,0,0,0
"ST00548","S010",2024,1,0,0,0
"ST00556","S010",2024,0,0,0,0
"ST00557","S010",2024,0,1,0,0
"ST00558","S010",2024,0,1,1,1
"ST00565","S010",2024,0,1,1,0
"ST00573","S010",2024,0,0,0,0
"ST00576","S010",2024,0,1,1,0
"ST00578","S010",2024,0,0,1,0
"ST00590","S010",2024,0,0,0,0
"ST00594","S010",2024,0,1,0,0
"ST00535","S010",2025,1,1,0,0
"ST00537","S010",2025,0,0,0,0
"ST00540","S010",2025,0,1,1,0
"ST00546","S010",2025,1,1,0,0
"ST00547","S010",2025,1,1,1,0
"ST00559","S010",2025,0,0,1,0
"ST00560","S010",2025,0,0,0,0
"ST00561","S010",2025,1,1,0,0
"ST00567","S010",2025,0,1,0,0
"ST00572","S010",2025,0,1,0,0
"ST00574","S010",2025,0,0,0,0
"ST00577","S010",2025,1,1,0,0
"ST00593","S010",2025,0,0,1,0
"ST00595","S010",2025,0,0,0,0
"ST00597","S010",2025,0,0,0,0
"ST00598","S010",2025,1,1,0,0
"ST00637","S011",2021,1,1,0,0
"ST00646","S011",2021,0,0,0,0
"ST00650","S011",2021,0,1,0,0
"ST00651","S011",2021,0,1,0,0
"ST00652","S011",2021,0,0,0,0
"ST00653","S011",2021,0,0,0,0
"ST00654","S011",2021,1,1,1,0
"ST00655","S011",2021,0,1,1,0
"ST00656","S011",2021,1,1,0,0
"ST00657","S011",2021,0,0,0,0
"ST00658","S011",2021,0,0,0,0
"ST00599","S011",2022,0,0,1,0
"ST00602","S011",2022,1,1,0,0
"ST00611","S011",2022,0,1,0,1
"ST00614","S011",2022,0,1,0,0
"ST00618","S011",2022,0,0,0,0
"ST00621","S011",2022,0,0,1,0
"ST00624","S011",2022,1,1,0,0
"ST00631","S011",2022,0,1,1,0
"ST00632","S011",2022,1,0,0,0
"ST00635","S011",2022,0,0,0,0
"ST00639","S011",2022,0,0,0,0
"ST00644","S011",2022,1,1,0,0
"ST00647","S011",2022,0,0,0,0
"ST00649","S011",2022,0,1,1,1
"ST00661","S011",2022,0,1,0,0
"ST00604","S011",2023,1,1,0,0
"ST00610","S011",2023,0,1,0,0
"ST00615","S011",2023,0,1,0,0
"ST00617","S011",2023,1,1,1,0
"ST00619","S011",2023,0,0,0,0
"ST00620","S011",2023,0,1,0,0
"ST00623","S011",2023,1,1,1,0
"ST00626","S011",2023,1,1,0,0
"ST00633","S011",2023,0,0,1,0
"ST00638","S011",2023,1,1,0,0
"ST00642","S011",2023,1,1,1,1
"ST00660","S011",2023,1,1,0,0
"ST00601","S011",2024,0,0,0,0
"ST00605","S011",2024,1,0,1,0
"ST00607","S011",2024,0,0,0,0
"ST00608","S011",2024,0,1,1,0
"ST00616","S011",2024,0,1,0,0
"ST00622","S011",2024,0,1,1,0
"ST00627","S011",2024,1,0,1,0
"ST00628","S011",2024,0,1,0,0
"ST00629","S011",2024,1,1,1,0
"ST00630","S011",2024,1,1,0,0
"ST00634","S011",2024,1,1,1,0
"ST00641","S011",2024,1,1,0,0
"ST00643","S011",2024,0,0,1,0
"ST00600","S011",2025,0,1,0,0
"ST00603","S011",2025,1,1,0,0
"ST00606","S011",2025,1,1,1,0
"ST00609","S011",2025,1,1,0,0
"ST00612","S011",2025,1,1,0,0
"ST00613","S011",2025,0,1,0,0
"ST00625","S011",2025,0,1,1,0
"ST00636","S011",2025,1,1,1,0
"ST00640","S011",2025,1,1,1,0
"ST00645","S011",2025,0,0,0,0
"ST00648","S011",2025,0,0,0,0
"ST00659","S011",2025,0,1,1,0
"ST00708","S012",2021,1,1,0,0
"ST00709","S012",2021,0,0,0,0
"ST00710","S012",2021,0,0,1,0
"ST00711","S012",2021,0,1,1,0
"ST00712","S012",2021,0,0,0,0
"ST00713","S012",2021,0,0,0,0
"ST00714","S012",2021,0,0,0,0
"ST00717","S012",2021,0,0,0,0
"ST00720","S012",2021,0,0,0,0
"ST00721","S012",2021,0,0,1,0
"ST00723","S012",2021,0,0,0,0
"ST00724","S012",2021,0,0,1,0
"ST00725","S012",2021,0,0,0,0
"ST00728","S012",2021,1,0,1,0
"ST00663","S012",2022,0,0,0,0
"ST00665","S012",2022,0,0,0,0
"ST00669","S012",2022,1,0,0,0
"ST00672","S012",2022,0,0,0,0
"ST00675","S012",2022,1,0,0,0
"ST00682","S012",2022,0,0,0,0
"ST00688","S012",2022,0,1,1,0
"ST00689","S012",2022,0,0,0,0
"ST00691","S012",2022,0,0,0,0
"ST00694","S012",2022,0,0,0,0
"ST00695","S012",2022,1,0,0,0
"ST00699","S012",2022,0,0,0,0
"ST00705","S012",2022,0,0,0,0
"ST00718","S012",2022,0,0,0,0
"ST00719","S012",2022,1,0,0,0
"ST00726","S012",2022,1,0,0,0
"ST00662","S012",2023,1,0,0,0
"ST00671","S012",2023,0,0,0,0
"ST00673","S012",2023,1,0,0,0
"ST00674","S012",2023,0,0,0,0
"ST00676","S012",2023,0,0,0,0
"ST00687","S012",2023,1,1,0,0
